Demand_id,Path,Transponder-100,Transponder-200,Transponder-400
NewYork-Atlanta,"['NewYork', 'Philadelphia', 'WashingtonDC', 'Charlotte', 'Atlanta']",7,9,12
NewYork-Miami,"['NewYork', 'Philadelphia', 'WashingtonDC', 'Charlotte', 'Tampa', 'Miami']",7,5,11
NewYork-WashingtonDC,"['NewYork', 'Philadelphia', 'WashingtonDC']",61,69,60
NewYork-Philadelphia,"['NewYork', 'Philadelphia']",167,151,143
NewYork-Toronto,"['NewYork', 'Toronto']",15,21,24
NewYork-Pittsburgh,"['NewYork', 'Philadelphia', 'WashingtonDC', 'Pittsburgh']",16,16,10
NewYork-Cincinnati,"['NewYork', 'Cleveland', 'Cincinnati']",7,5,6
NewYork-Tampa,"['NewYork', 'Philadelphia', 'WashingtonDC', 'Charlotte', 'Tampa']",12,3,3
NewYork-Memphis,"['NewYork', 'Philadelphia', 'WashingtonDC', 'Charlotte', 'Nashville', 'Memphis']",4,2,2
NewYork-Winnipeg,"['NewYork', 'Cleveland', 'Detroit', 'Chicago', 'Minneapolis', 'Winnipeg']",2,1,1
NewYork-Calgary,"['NewYork', 'Cleveland', 'Detroit', 'Chicago', 'Minneapolis', 'Winnipeg', 'Calgary']",1,1,1
NewYork-Seattle,"['NewYork', 'Cleveland', 'Detroit', 'Chicago', 'Minneapolis', 'Winnipeg', 'Calgary', 'Vancouver', 'Seattle']",2,2,4
NewYork-Portland,"['NewYork', 'Cleveland', 'Cincinnati', 'Indianapolis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'Portland']",3,2,2
NewYork-Sacrameto,"['NewYork', 'Cleveland', 'Cincinnati', 'Indianapolis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'Sacrameto']",1,2,2
NewYork-Phoenix,"['NewYork', 'Philadelphia', 'WashingtonDC', 'Charlotte', 'Nashville', 'Memphis', 'Dallas', 'ElPaso', 'Phoenix']",1,1,5
NewYork-SanDiego,"['NewYork', 'Philadelphia', 'WashingtonDC', 'Charlotte', 'Nashville', 'Memphis', 'Dallas', 'ElPaso', 'Phoenix', 'SanDiego']",1,5,2
Montreal-Vancouver,"['Montreal', 'Toronto', 'Detroit', 'Chicago', 'Minneapolis', 'Winnipeg', 'Calgary', 'Vancouver']",2,0,0
Montreal-LosAngeles,"['Montreal', 'Toronto', 'Detroit', 'Chicago', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'LasVegas', 'LosAngeles']",3,0,4
Montreal-SanFrancisco,"['Montreal', 'Toronto', 'Detroit', 'Chicago', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'Sacrameto', 'SanFrancisco']",1,3,0
Montreal-LasVegas,"['Montreal', 'Toronto', 'Detroit', 'Chicago', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'LasVegas']",0,0,1
Montreal-SaltLakeCity,"['Montreal', 'Toronto', 'Detroit', 'Chicago', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity']",1,0,1
Montreal-ElPaso,"['Montreal', 'Toronto', 'Detroit', 'Chicago', 'StLouis', 'Memphis', 'Dallas', 'ElPaso']",0,0,1
Montreal-Dallas,"['Montreal', 'Toronto', 'Detroit', 'Chicago', 'StLouis', 'Memphis', 'Dallas']",1,2,1
Montreal-Houston,"['Montreal', 'Toronto', 'Detroit', 'Chicago', 'StLouis', 'Memphis', 'Dallas', 'Houston']",0,2,1
Montreal-OklahomaCity,"['Montreal', 'Toronto', 'Detroit', 'Chicago', 'StLouis', 'KansasCity', 'OklahomaCity']",1,1,0
Montreal-Minneapolis,"['Montreal', 'Toronto', 'Detroit', 'Chicago', 'Minneapolis']",3,2,0
Montreal-KansasCity,"['Montreal', 'Toronto', 'Detroit', 'Chicago', 'StLouis', 'KansasCity']",1,0,1
Montreal-Denver,"['Montreal', 'Toronto', 'Detroit', 'Chicago', 'StLouis', 'KansasCity', 'Denver']",0,0,1
Montreal-Chicago,"['Montreal', 'Toronto', 'Detroit', 'Chicago']",7,1,4
Montreal-Indianapolis,"['Montreal', 'Toronto', 'Detroit', 'Cleveland', 'Cincinnati', 'Indianapolis']",1,0,1
Montreal-Detroit,"['Montreal', 'Toronto', 'Detroit']",2,3,3
Montreal-StLouis,"['Montreal', 'Toronto', 'Detroit', 'Chicago', 'StLouis']",0,1,1
Montreal-Nashville,"['Montreal', 'Toronto', 'Detroit', 'Cleveland', 'Cincinnati', 'Indianapolis', 'Nashville']",0,0,1
Montreal-Cleveland,"['Montreal', 'Toronto', 'Detroit', 'Cleveland']",3,4,0
Montreal-NewYork,"['Montreal', 'Boston', 'NewYork']",15,24,14
Montreal-Charlotte,"['Montreal', 'Boston', 'NewYork', 'Philadelphia', 'WashingtonDC', 'Charlotte']",2,1,0
Montreal-NewOrleans,"['Montreal', 'Boston', 'NewYork', 'Philadelphia', 'WashingtonDC', 'Charlotte', 'Atlanta', 'NewOrleans']",0,1,0
Montreal-Boston,"['Montreal', 'Boston']",7,3,8
Montreal-Atlanta,"['Montreal', 'Boston', 'NewYork', 'Philadelphia', 'WashingtonDC', 'Charlotte', 'Atlanta']",2,0,2
Montreal-Miami,"['Montreal', 'Boston', 'NewYork', 'Philadelphia', 'WashingtonDC', 'Charlotte', 'Tampa', 'Miami']",0,1,2
Montreal-WashingtonDC,"['Montreal', 'Boston', 'NewYork', 'Philadelphia', 'WashingtonDC']",4,5,4
Montreal-Philadelphia,"['Montreal', 'Boston', 'NewYork', 'Philadelphia']",3,3,5
Montreal-Toronto,"['Montreal', 'Toronto']",2,3,5
Montreal-Pittsburgh,"['Montreal', 'Toronto', 'Detroit', 'Cleveland', 'Pittsburgh']",1,1,2
Montreal-Cincinnati,"['Montreal', 'Toronto', 'Detroit', 'Cleveland', 'Cincinnati']",6,0,0
Montreal-Tampa,"['Montreal', 'Boston', 'NewYork', 'Philadelphia', 'WashingtonDC', 'Charlotte', 'Tampa']",1,0,1
Montreal-Memphis,"['Montreal', 'Toronto', 'Detroit', 'Chicago', 'StLouis', 'Memphis']",1,1,0
Montreal-Winnipeg,"['Montreal', 'Toronto', 'Detroit', 'Chicago', 'Minneapolis', 'Winnipeg']",0,0,1
Montreal-Calgary,"['Montreal', 'Toronto', 'Detroit', 'Chicago', 'Minneapolis', 'Winnipeg', 'Calgary']",2,0,0
Montreal-Seattle,"['Montreal', 'Toronto', 'Detroit', 'Chicago', 'Minneapolis', 'Winnipeg', 'Calgary', 'Vancouver', 'Seattle']",0,2,0
Montreal-Portland,"['Montreal', 'Toronto', 'Detroit', 'Chicago', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'Portland']",0,0,1
Montreal-Sacrameto,"['Montreal', 'Toronto', 'Detroit', 'Chicago', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'Sacrameto']",0,1,0
Montreal-Phoenix,"['Montreal', 'Toronto', 'Detroit', 'Chicago', 'StLouis', 'Memphis', 'Dallas', 'ElPaso', 'Phoenix']",1,2,0
Montreal-SanDiego,"['Montreal', 'Toronto', 'Detroit', 'Chicago', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'LasVegas', 'LosAngeles', 'SanDiego']",3,0,0
Charlotte-Vancouver,"['Charlotte', 'Nashville', 'Indianapolis', 'Chicago', 'Minneapolis', 'Winnipeg', 'Calgary', 'Vancouver']",0,1,0
Charlotte-LosAngeles,"['Charlotte', 'Nashville', 'Memphis', 'Dallas', 'ElPaso', 'Phoenix', 'SanDiego', 'LosAngeles']",4,2,0
Charlotte-SanFrancisco,"['Charlotte', 'Nashville', 'Memphis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'Sacrameto', 'SanFrancisco']",0,1,1
Charlotte-LasVegas,"['Charlotte', 'Nashville', 'Memphis', 'Dallas', 'ElPaso', 'Phoenix', 'LasVegas']",0,0,1
Charlotte-SaltLakeCity,"['Charlotte', 'Nashville', 'Memphis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity']",1,0,0
Charlotte-ElPaso,"['Charlotte', 'Nashville', 'Memphis', 'Dallas', 'ElPaso']",0,0,1
Charlotte-Dallas,"['Charlotte', 'Nashville', 'Memphis', 'Dallas']",0,0,2
Charlotte-Houston,"['Charlotte', 'Atlanta', 'NewOrleans', 'Houston']",2,0,1
Charlotte-OklahomaCity,"['Charlotte', 'Nashville', 'Memphis', 'Dallas', 'OklahomaCity']",0,1,0
Charlotte-Minneapolis,"['Charlotte', 'Nashville', 'Indianapolis', 'Chicago', 'Minneapolis']",0,0,1
Charlotte-KansasCity,"['Charlotte', 'Nashville', 'Memphis', 'StLouis', 'KansasCity']",1,0,1
Charlotte-Denver,"['Charlotte', 'Nashville', 'Memphis', 'StLouis', 'KansasCity', 'Denver']",0,1,0
Charlotte-Chicago,"['Charlotte', 'Nashville', 'Indianapolis', 'Chicago']",2,1,2
Charlotte-Indianapolis,"['Charlotte', 'Nashville', 'Indianapolis']",0,0,1
Charlotte-Detroit,"['Charlotte', 'WashingtonDC', 'Pittsburgh', 'Cleveland', 'Detroit']",0,1,2
Charlotte-StLouis,"['Charlotte', 'Nashville', 'Memphis', 'StLouis']",0,2,0
Charlotte-Nashville,"['Charlotte', 'Nashville']",0,1,1
Charlotte-Cleveland,"['Charlotte', 'WashingtonDC', 'Pittsburgh', 'Cleveland']",1,0,1
Charlotte-NewYork,"['Charlotte', 'WashingtonDC', 'Philadelphia', 'NewYork']",6,9,2
Charlotte-Montreal,"['Charlotte', 'WashingtonDC', 'Philadelphia', 'NewYork', 'Boston', 'Montreal']",2,1,0
Charlotte-NewOrleans,"['Charlotte', 'Atlanta', 'NewOrleans']",1,1,0
Charlotte-Boston,"['Charlotte', 'WashingtonDC', 'Philadelphia', 'NewYork', 'Boston']",0,0,2
Charlotte-Atlanta,"['Charlotte', 'Atlanta']",2,6,1
Charlotte-Miami,"['Charlotte', 'Tampa', 'Miami']",0,2,1
Charlotte-WashingtonDC,"['Charlotte', 'WashingtonDC']",3,4,2
Charlotte-Philadelphia,"['Charlotte', 'WashingtonDC', 'Philadelphia']",1,1,2
Charlotte-Toronto,"['Charlotte', 'WashingtonDC', 'Philadelphia', 'NewYork', 'Toronto']",0,1,1
Charlotte-Pittsburgh,"['Charlotte', 'WashingtonDC', 'Pittsburgh']",0,2,1
Charlotte-Cincinnati,"['Charlotte', 'Nashville', 'Indianapolis', 'Cincinnati']",1,2,0
Charlotte-Tampa,"['Charlotte', 'Tampa']",1,2,0
Charlotte-Memphis,"['Charlotte', 'Nashville', 'Memphis']",2,0,0
Charlotte-Winnipeg,"['Charlotte', 'Nashville', 'Indianapolis', 'Chicago', 'Minneapolis', 'Winnipeg']",1,0,0
Charlotte-Calgary,"['Charlotte', 'Nashville', 'Indianapolis', 'Chicago', 'Minneapolis', 'Winnipeg', 'Calgary']",1,0,0
Charlotte-Seattle,"['Charlotte', 'Nashville', 'Memphis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'Portland', 'Seattle']",0,1,0
Charlotte-Portland,"['Charlotte', 'Nashville', 'Memphis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'Portland']",0,1,0
Charlotte-Sacrameto,"['Charlotte', 'Nashville', 'Memphis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'Sacrameto']",0,1,0
Charlotte-Phoenix,"['Charlotte', 'Nashville', 'Memphis', 'Dallas', 'ElPaso', 'Phoenix']",0,0,1
Charlotte-SanDiego,"['Charlotte', 'Nashville', 'Memphis', 'Dallas', 'ElPaso', 'Phoenix', 'SanDiego']",2,0,0
NewOrleans-Vancouver,"['NewOrleans', 'Houston', 'Dallas', 'Denver', 'SaltLakeCity', 'Portland', 'Seattle', 'Vancouver']",0,0,1
NewOrleans-LosAngeles,"['NewOrleans', 'Houston', 'ElPaso', 'Phoenix', 'SanDiego', 'LosAngeles']",1,0,2
NewOrleans-SanFrancisco,"['NewOrleans', 'Houston', 'ElPaso', 'Phoenix', 'LasVegas', 'Sacrameto', 'SanFrancisco']",1,0,1
NewOrleans-LasVegas,"['NewOrleans', 'Houston', 'ElPaso', 'Phoenix', 'LasVegas']",1,0,0
NewOrleans-SaltLakeCity,"['NewOrleans', 'Houston', 'Dallas', 'Denver', 'SaltLakeCity']",0,0,1
NewOrleans-ElPaso,"['NewOrleans', 'Houston', 'ElPaso']",0,0,1
NewOrleans-Dallas,"['NewOrleans', 'Houston', 'Dallas']",3,0,2
NewOrleans-Houston,"['NewOrleans', 'Houston']",0,2,2
NewOrleans-OklahomaCity,"['NewOrleans', 'Houston', 'Dallas', 'OklahomaCity']",0,1,0
NewOrleans-Minneapolis,"['NewOrleans', 'Memphis', 'StLouis', 'Chicago', 'Minneapolis']",1,0,1
NewOrleans-KansasCity,"['NewOrleans', 'Memphis', 'StLouis', 'KansasCity']",2,0,0
NewOrleans-Denver,"['NewOrleans', 'Houston', 'Dallas', 'Denver']",0,1,0
NewOrleans-Chicago,"['NewOrleans', 'Memphis', 'StLouis', 'Chicago']",0,0,3
NewOrleans-Indianapolis,"['NewOrleans', 'Memphis', 'Nashville', 'Indianapolis']",0,0,1
NewOrleans-Detroit,"['NewOrleans', 'Memphis', 'StLouis', 'Chicago', 'Detroit']",1,0,1
NewOrleans-StLouis,"['NewOrleans', 'Memphis', 'StLouis']",0,1,1
NewOrleans-Nashville,"['NewOrleans', 'Memphis', 'Nashville']",0,1,0
NewOrleans-Cleveland,"['NewOrleans', 'Memphis', 'Nashville', 'Indianapolis', 'Cincinnati', 'Cleveland']",1,0,1
NewOrleans-NewYork,"['NewOrleans', 'Atlanta', 'Charlotte', 'WashingtonDC', 'Philadelphia', 'NewYork']",0,1,3
NewOrleans-Montreal,"['NewOrleans', 'Atlanta', 'Charlotte', 'WashingtonDC', 'Philadelphia', 'NewYork', 'Boston', 'Montreal']",0,0,1
NewOrleans-Charlotte,"['NewOrleans', 'Atlanta', 'Charlotte']",0,1,0
NewOrleans-Boston,"['NewOrleans', 'Atlanta', 'Charlotte', 'WashingtonDC', 'Philadelphia', 'NewYork', 'Boston']",0,0,1
NewOrleans-Atlanta,"['NewOrleans', 'Atlanta']",2,1,1
NewOrleans-Miami,"['NewOrleans', 'Miami']",1,1,1
NewOrleans-WashingtonDC,"['NewOrleans', 'Atlanta', 'Charlotte', 'WashingtonDC']",1,3,0
NewOrleans-Philadelphia,"['NewOrleans', 'Atlanta', 'Charlotte', 'WashingtonDC', 'Philadelphia']",0,1,1
NewOrleans-Toronto,"['NewOrleans', 'Memphis', 'StLouis', 'Chicago', 'Detroit', 'Toronto']",0,0,1
NewOrleans-Pittsburgh,"['NewOrleans', 'Atlanta', 'Charlotte', 'WashingtonDC', 'Pittsburgh']",0,0,1
NewOrleans-Cincinnati,"['NewOrleans', 'Memphis', 'Nashville', 'Indianapolis', 'Cincinnati']",0,0,1
NewOrleans-Tampa,"['NewOrleans', 'Atlanta', 'Tampa']",0,0,1
NewOrleans-Memphis,"['NewOrleans', 'Memphis']",0,2,0
NewOrleans-Winnipeg,"['NewOrleans', 'Memphis', 'StLouis', 'Chicago', 'Minneapolis', 'Winnipeg']",1,0,0
NewOrleans-Calgary,"['NewOrleans', 'Houston', 'Dallas', 'Denver', 'SaltLakeCity', 'Calgary']",0,0,1
NewOrleans-Seattle,"['NewOrleans', 'Houston', 'Dallas', 'Denver', 'SaltLakeCity', 'Portland', 'Seattle']",0,0,1
NewOrleans-Portland,"['NewOrleans', 'Houston', 'Dallas', 'Denver', 'SaltLakeCity', 'Portland']",0,0,1
NewOrleans-Sacrameto,"['NewOrleans', 'Houston', 'ElPaso', 'Phoenix', 'LasVegas', 'Sacrameto']",0,0,1
NewOrleans-Phoenix,"['NewOrleans', 'Houston', 'ElPaso', 'Phoenix']",1,1,0
NewOrleans-SanDiego,"['NewOrleans', 'Houston', 'ElPaso', 'Phoenix', 'SanDiego']",0,0,1
Boston-Vancouver,"['Boston', 'NewYork', 'Cleveland', 'Detroit', 'Chicago', 'Minneapolis', 'Winnipeg', 'Calgary', 'Vancouver']",1,1,1
Boston-LosAngeles,"['Boston', 'NewYork', 'Cleveland', 'Cincinnati', 'Indianapolis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'LasVegas', 'LosAngeles']",6,4,3
Boston-SanFrancisco,"['Boston', 'NewYork', 'Cleveland', 'Cincinnati', 'Indianapolis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'Sacrameto', 'SanFrancisco']",3,1,2
Boston-LasVegas,"['Boston', 'NewYork', 'Cleveland', 'Cincinnati', 'Indianapolis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'LasVegas']",1,1,0
Boston-SaltLakeCity,"['Boston', 'NewYork', 'Cleveland', 'Cincinnati', 'Indianapolis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity']",0,1,0
Boston-ElPaso,"['Boston', 'NewYork', 'Philadelphia', 'WashingtonDC', 'Charlotte', 'Nashville', 'Memphis', 'Dallas', 'ElPaso']",1,0,1
Boston-Dallas,"['Boston', 'NewYork', 'Philadelphia', 'WashingtonDC', 'Charlotte', 'Nashville', 'Memphis', 'Dallas']",0,0,3
Boston-Houston,"['Boston', 'NewYork', 'Philadelphia', 'WashingtonDC', 'Charlotte', 'Atlanta', 'NewOrleans', 'Houston']",0,2,2
Boston-OklahomaCity,"['Boston', 'NewYork', 'Cleveland', 'Cincinnati', 'Indianapolis', 'StLouis', 'KansasCity', 'OklahomaCity']",0,0,1
Boston-Minneapolis,"['Boston', 'NewYork', 'Cleveland', 'Detroit', 'Chicago', 'Minneapolis']",1,0,3
Boston-KansasCity,"['Boston', 'NewYork', 'Cleveland', 'Cincinnati', 'Indianapolis', 'StLouis', 'KansasCity']",3,1,0
Boston-Denver,"['Boston', 'NewYork', 'Cleveland', 'Cincinnati', 'Indianapolis', 'StLouis', 'KansasCity', 'Denver']",3,0,1
Boston-Chicago,"['Boston', 'NewYork', 'Cleveland', 'Detroit', 'Chicago']",9,5,4
Boston-Indianapolis,"['Boston', 'NewYork', 'Cleveland', 'Cincinnati', 'Indianapolis']",0,0,2
Boston-Detroit,"['Boston', 'NewYork', 'Cleveland', 'Detroit']",3,6,3
Boston-StLouis,"['Boston', 'NewYork', 'Cleveland', 'Cincinnati', 'Indianapolis', 'StLouis']",3,1,1
Boston-Nashville,"['Boston', 'NewYork', 'Philadelphia', 'WashingtonDC', 'Charlotte', 'Nashville']",1,0,1
Boston-Cleveland,"['Boston', 'NewYork', 'Cleveland']",1,1,4
Boston-NewYork,"['Boston', 'NewYork']",54,52,54
Boston-Montreal,"['Boston', 'Montreal']",9,5,6
Boston-Charlotte,"['Boston', 'NewYork', 'Philadelphia', 'WashingtonDC', 'Charlotte']",0,1,1
Boston-NewOrleans,"['Boston', 'NewYork', 'Philadelphia', 'WashingtonDC', 'Charlotte', 'Atlanta', 'NewOrleans']",0,0,1
Boston-Atlanta,"['Boston', 'NewYork', 'Philadelphia', 'WashingtonDC', 'Charlotte', 'Atlanta']",2,3,2
Boston-Miami,"['Boston', 'NewYork', 'Philadelphia', 'WashingtonDC', 'Charlotte', 'Tampa', 'Miami']",4,3,1
Boston-WashingtonDC,"['Boston', 'NewYork', 'Philadelphia', 'WashingtonDC']",6,6,11
Boston-Philadelphia,"['Boston', 'NewYork', 'Philadelphia']",7,12,10
Boston-Toronto,"['Boston', 'NewYork', 'Toronto']",6,10,2
Boston-Pittsburgh,"['Boston', 'NewYork', 'Philadelphia', 'WashingtonDC', 'Pittsburgh']",1,0,4
Boston-Cincinnati,"['Boston', 'NewYork', 'Cleveland', 'Cincinnati']",1,2,1
Boston-Tampa,"['Boston', 'NewYork', 'Philadelphia', 'WashingtonDC', 'Charlotte', 'Tampa']",1,1,1
Boston-Memphis,"['Boston', 'NewYork', 'Philadelphia', 'WashingtonDC', 'Charlotte', 'Nashville', 'Memphis']",2,1,0
Boston-Winnipeg,"['Boston', 'NewYork', 'Cleveland', 'Detroit', 'Chicago', 'Minneapolis', 'Winnipeg']",0,1,0
Boston-Calgary,"['Boston', 'NewYork', 'Cleveland', 'Detroit', 'Chicago', 'Minneapolis', 'Winnipeg', 'Calgary']",0,1,0
Boston-Seattle,"['Boston', 'NewYork', 'Cleveland', 'Detroit', 'Chicago', 'Minneapolis', 'Winnipeg', 'Calgary', 'Vancouver', 'Seattle']",2,0,1
Boston-Portland,"['Boston', 'NewYork', 'Cleveland', 'Cincinnati', 'Indianapolis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'Portland']",0,0,1
Boston-Sacrameto,"['Boston', 'NewYork', 'Cleveland', 'Cincinnati', 'Indianapolis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'Sacrameto']",1,0,1
Boston-Phoenix,"['Boston', 'NewYork', 'Philadelphia', 'WashingtonDC', 'Charlotte', 'Nashville', 'Memphis', 'Dallas', 'ElPaso', 'Phoenix']",5,0,1
Boston-SanDiego,"['Boston', 'NewYork', 'Philadelphia', 'WashingtonDC', 'Charlotte', 'Nashville', 'Memphis', 'Dallas', 'ElPaso', 'Phoenix', 'SanDiego']",1,0,1
Atlanta-Vancouver,"['Atlanta', 'Nashville', 'Indianapolis', 'Chicago', 'Minneapolis', 'Winnipeg', 'Calgary', 'Vancouver']",0,2,0
Atlanta-LosAngeles,"['Atlanta', 'Nashville', 'Memphis', 'Dallas', 'ElPaso', 'Phoenix', 'SanDiego', 'LosAngeles']",5,5,3
Atlanta-SanFrancisco,"['Atlanta', 'Nashville', 'Memphis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'Sacrameto', 'SanFrancisco']",0,1,3
Atlanta-LasVegas,"['Atlanta', 'Nashville', 'Memphis', 'Dallas', 'ElPaso', 'Phoenix', 'LasVegas']",1,1,0
Atlanta-SaltLakeCity,"['Atlanta', 'Nashville', 'Memphis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity']",0,1,0
Atlanta-ElPaso,"['Atlanta', 'Nashville', 'Memphis', 'Dallas', 'ElPaso']",0,1,0
Atlanta-Dallas,"['Atlanta', 'Nashville', 'Memphis', 'Dallas']",6,1,3
Atlanta-Houston,"['Atlanta', 'NewOrleans', 'Houston']",2,2,4
Atlanta-OklahomaCity,"['Atlanta', 'Nashville', 'Memphis', 'Dallas', 'OklahomaCity']",1,1,1
Atlanta-Minneapolis,"['Atlanta', 'Nashville', 'Indianapolis', 'Chicago', 'Minneapolis']",1,3,1
Atlanta-KansasCity,"['Atlanta', 'Nashville', 'Memphis', 'StLouis', 'KansasCity']",1,0,2
Atlanta-Denver,"['Atlanta', 'Nashville', 'Memphis', 'StLouis', 'KansasCity', 'Denver']",3,0,1
Atlanta-Chicago,"['Atlanta', 'Nashville', 'Indianapolis', 'Chicago']",6,5,6
Atlanta-Indianapolis,"['Atlanta', 'Nashville', 'Indianapolis']",0,4,1
Atlanta-Detroit,"['Atlanta', 'Nashville', 'Indianapolis', 'Cincinnati', 'Cleveland', 'Detroit']",4,2,4
Atlanta-StLouis,"['Atlanta', 'Nashville', 'Memphis', 'StLouis']",4,2,2
Atlanta-Nashville,"['Atlanta', 'Nashville']",4,3,2
Atlanta-Cleveland,"['Atlanta', 'Nashville', 'Indianapolis', 'Cincinnati', 'Cleveland']",3,3,1
Atlanta-NewYork,"['Atlanta', 'Charlotte', 'WashingtonDC', 'Philadelphia', 'NewYork']",8,5,14
Atlanta-Montreal,"['Atlanta', 'Charlotte', 'WashingtonDC', 'Philadelphia', 'NewYork', 'Boston', 'Montreal']",0,3,1
Atlanta-Charlotte,"['Atlanta', 'Charlotte']",1,4,2
Atlanta-NewOrleans,"['Atlanta', 'NewOrleans']",2,3,0
Atlanta-Boston,"['Atlanta', 'Charlotte', 'WashingtonDC', 'Philadelphia', 'NewYork', 'Boston']",4,4,1
Atlanta-Miami,"['Atlanta', 'Tampa', 'Miami']",6,5,2
Atlanta-WashingtonDC,"['Atlanta', 'Charlotte', 'WashingtonDC']",11,3,5
Atlanta-Philadelphia,"['Atlanta', 'Charlotte', 'WashingtonDC', 'Philadelphia']",2,1,5
Atlanta-Toronto,"['Atlanta', 'Nashville', 'Indianapolis', 'Cincinnati', 'Cleveland', 'Detroit', 'Toronto']",4,2,3
Atlanta-Pittsburgh,"['Atlanta', 'Charlotte', 'WashingtonDC', 'Pittsburgh']",0,0,3
Atlanta-Cincinnati,"['Atlanta', 'Nashville', 'Indianapolis', 'Cincinnati']",1,3,2
Atlanta-Tampa,"['Atlanta', 'Tampa']",0,1,4
Atlanta-Memphis,"['Atlanta', 'Nashville', 'Memphis']",2,2,1
Atlanta-Winnipeg,"['Atlanta', 'Nashville', 'Indianapolis', 'Chicago', 'Minneapolis', 'Winnipeg']",0,1,0
Atlanta-Calgary,"['Atlanta', 'Nashville', 'Indianapolis', 'Chicago', 'Minneapolis', 'Winnipeg', 'Calgary']",0,1,0
Atlanta-Seattle,"['Atlanta', 'Nashville', 'Memphis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'Portland', 'Seattle']",1,1,1
Atlanta-Portland,"['Atlanta', 'Nashville', 'Memphis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'Portland']",1,0,1
Atlanta-Sacrameto,"['Atlanta', 'Nashville', 'Memphis', 'StLouis', 'KansasCity', 'Denver', 'SaltLakeCity', 'Sacrameto']",2,1,0
Atlanta-Phoenix,"['Atlanta', 'Nashville', 'Memphis', 'Dallas', 'ElPaso', 'Phoenix']",2,3,0
Atlanta-SanDiego,"['Atlanta', 'Nashville', 'Memphis', 'Dallas', 'ElPaso', 'Phoenix', 'SanDiego']",0,2,1
Miami-Vancouver,"['Miami', 'NewOrleans', 'Houston', 'Dallas', 'Denver', 'SaltLakeCity', 'Portland', 'Seattle', 'Vancouver']",1,0,1
Miami-LosAngeles,"['Miami', 'NewOrleans', 'Houston', 'ElPaso', 'Phoenix', 'SanDiego', 'LosAngeles']",8,3,3
Miami-SanFrancisco,"['Miami', 'NewOrleans', 'Houston', 'ElPaso', 'Phoenix', 'LasVegas', 'Sacrameto', 'SanFrancisco']",3,4,0
Miami-LasVegas,"['Miami', 'NewOrleans', 'Houston', 'ElPaso', 'Phoenix', 'LasVegas']",0,0,1
Miami-SaltLakeCity,"['Miami', 'NewOrleans', 'Houston', 'Dallas', 'Denver', 'SaltLakeCity']",0,0,1
Miami-ElPaso,"['Miami', 'NewOrleans', 'Houston', 'ElPaso']",1,0,1
Miami-Dallas,"['Miami', 'NewOrleans', 'Houston', 'Dallas']",5,0,3
Miami-Houston,"['Miami', 'NewOrleans', 'Houston']",3,1,3
Miami-OklahomaCity,"['Miami', 'NewOrleans', 'Houston', 'Dallas', 'OklahomaCity']",0,2,0
Miami-Minneapolis,"['Miami', 'Tampa', 'Atlanta', 'Nashville', 'Indianapolis', 'Chicago', 'Minneapolis']",0,2,1
Miami-KansasCity,"['Miami', 'NewOrleans', 'Memphis', 'StLouis', 'KansasCity']",0,1,1
Miami-Denver,"['Miami', 'NewOrleans', 'Houston', 'Dallas', 'Denver']",3,1,0
Miami-Chicago,"['Miami', 'Tampa', 'Atlanta', 'Nashville', 'Indianapolis', 'Chicago']",2,1,5
Miami-Indianapolis,"['Miami', 'Tampa', 'Atlanta', 'Nashville', 'Indianapolis']",1,1,1
Miami-Detroit,"['Miami', 'Tampa', 'Charlotte', 'WashingtonDC', 'Pittsburgh', 'Cleveland', 'Detroit']",3,1,3
Miami-StLouis,"['Miami', 'NewOrleans', 'Memphis', 'StLouis']",1,2,1
Miami-Nashville,"['Miami', 'Tampa', 'Atlanta', 'Nashville']",1,0,1
